This table shows the differential expression results for genes with absolute log2FC > 1.5 and adjusted p-value < 0.05 when comparing Lmx1a_E1 and Sox3U3 samples (Lmx1a_E1 - Sox3U3)
Reads are aligned to Galgal6 

Statistics:
Normalised count: read counts adjusted for library size
pvalue: unadjusted pvalue for differential expression test between Lmx1a_E1 and Sox3U3 samples
padj: pvalue for differential expression test between Lmx1a_E1 and Sox3U3 samples - adjusted for multiple testing (Benjamini and Hochberg) 
 
"gene_id","gene_name","counts_Lmx1a_E1_R1","counts_Lmx1a_E1_R2","counts_Lmx1a_E1_R3","counts_Lmx1a_E1_R4","counts_Sox3U3_R1","counts_Sox3U3_R2","counts_Sox3U3_R3","counts_Sox3U3_R4","norm_size.adj_Lmx1a_E1_R1","norm_size.adj_Lmx1a_E1_R2","norm_size.adj_Lmx1a_E1_R3","norm_size.adj_Lmx1a_E1_R4","norm_size.adj_Sox3U3_R1","norm_size.adj_Sox3U3_R2","norm_size.adj_Sox3U3_R3","norm_size.adj_Sox3U3_R4","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSGALG00000046914","ENSGALG00000046914",162,172,426,369,192,65,36,47,308.994877314383,374.556981601119,254.183645039696,252.251789810891,59.8144615352498,50.7482755663783,54.0829789889691,67.1241289719719,177.719642353582,2.31357195519641,0.209533211754072,1.16241038094986e-29,4.5718105678576e-27
"ENSGALG00000049242","ENSGALG00000049242",17,7,13,19,1,4,3,2,32.4253883601513,15.2435980884177,7.75677790027242,12.9885745431082,0.311533653829426,3.12297080408482,4.50691491574742,2.85634591370093,9.90151302241402,2.3034676207325,0.913411019851044,0.000312579300027918,0.0025034018132382
"ENSGALG00000016975","KCTD4",9,5,21,21,8,3,1,1,17.1663820730213,10.8882843488698,12.5301796850555,14.3557929160669,2.49226923063541,2.34222810306361,1.50230497191581,1.42817295685047,7.83820178568484,2.29695992829338,0.761891782353213,0.000153191869256984,0.0013727326887555
"ENSGALG00000037769","NEBL",191,211,699,875,379,162,48,27,364.30877510523,459.485599522304,417.075980945417,598.158038169456,118.071254801353,126.480317565435,72.1106386519588,38.5606698349626,274.281409324514,2.27827111485909,0.282272150311922,6.27495165369762e-17,6.96481136924524e-15
"ENSGALG00000054547","ENSGALG00000054547",40,63,188,111,41,15,21,19,76.2950314356502,137.192382795759,112.174941942401,75.880619699211,12.7728798070065,11.7111405153181,31.548404410232,27.1352861801589,60.5888358482171,2.25621427697642,0.370778645234793,3.61864656717123e-11,1.74211727901881e-09
"ENSGALG00000014258","ENSGALG00000014258",133,98,337,263,145,31,50,19,253.680979523537,213.410373237847,201.079550183985,179.789216044076,45.1723798052668,24.2030237316573,75.1152485957904,27.1352861801589,127.44825716279,2.25167135513247,0.294593136539639,1.02506739385494e-15,1.03606253014657e-13
"ENSGALG00000039411","COL25A1",160,217,981,697,328,141,62,48,305.180125742601,472.551540740947,585.338393859019,476.475602976126,102.183038456052,110.08472084399,93.1429082587801,68.5523019288224,276.688579100792,2.2489742773673,0.221264527916112,2.67471412337827e-25,6.45212372268796e-23
"ENSGALG00000008896","PPP1R1C",61,62,235,472,133,51,25,16,116.349922939367,135.014725925985,140.218677428001,322.663536018266,41.4339759593137,39.8178777520814,37.5576242978952,22.8507673096075,106.988388453815,2.23513744742569,0.3359652893497,2.30627672941445e-12,1.32460820916083e-10
"ENSGALG00000012290","SOX10",5535,4661,18717,20994,8219,3841,1616,1474,10557.3249749081,10150.0586700164,11167.970150723,14351.6912609481,2560.49510082405,2998.83271462245,2427.72483461595,2105.12693839759,7039.90308063195,2.17230023444353,0.155849657139711,2.06963321694934e-45,2.67455744007481e-42
"ENSGALG00000027070","TIMP2",94,101,1034,597,297,89,53,23,179.293323873778,219.943343847169,616.962180683207,408.114684328189,92.5254951873396,69.4861003908872,79.6221635115378,32.8479780075607,212.349408728708,2.1559131669589,0.524148622659388,2.09937199362604e-06,3.35825270633796e-05
"ENSGALG00000005628","COL9A3",1425,1242,4920,5373,1964,972,449,503,2718.01049489504,2704.64983225925,2935.64209764156,3673.0321589537,611.852096120993,758.881905392611,674.534932390198,718.370997295785,1849.37181436864,2.10706969381278,0.145471476426044,1.0302487394332e-48,3.10654336563757e-45
"ENSGALG00000036263","ENSGALG00000036263",471,425,1452,868,546,196,191,93,898.373995154781,925.504169653929,866.37242393812,593.3727738641,170.097374990867,153.025569400156,286.940249635919,132.820084987093,503.313330203121,2.10506653250597,0.229558404217459,2.58441502707784e-21,4.4958881413358e-19
"ENSGALG00000034950","SMPD3",710,530,1799,1711,909,399,198,133,1354.23680798279,1154.15814098019,1073.41872635308,1169.65531806622,283.184091330948,311.51633770746,297.45638443933,189.947003261112,729.196601265142,2.10141525468446,0.168365293139737,7.17648626666452e-37,4.63703534058909e-34
"ENSGALG00000011288","DACT2",777,621,2851,2157,1335,489,229,157,1482.0309856375,1352.32491612962,1701.12106105205,1474.54501523602,415.897427862284,381.783180799369,344.02783856872,224.223154225523,921.994197438887,2.10004266079672,0.181569083254325,5.52695530813569e-32,2.94099045396444e-29
"ENSGALG00000038933","FABP7",2280,1895,6269,4862,2571,1064,939,345,4348.81679183206,4126.65976822164,3740.5569736006,3323.70786466274,800.953023995455,830.710233886561,1410.66436862894,492.719670113411,2384.34858686768,2.08772507759645,0.238011691385586,1.09546031124929e-19,1.53636185667613e-17
"ENSGALG00000014645","MEF2C",469,327,1141,1656,520,260,186,101,894.559243582998,712.093796416082,680.80642955468,1132.05681280985,161.997499991302,202.993102265513,279.42872477634,144.245468641897,526.022634754833,2.08211990450804,0.223855861717886,8.22410961569668e-22,1.50293526431499e-19
"ENSGALG00000010986","GNG4",262,215,637,465,257,110,91,59,499.732455903509,468.196227001399,380.082117113349,317.878271712911,80.0641490341626,85.8816971123325,136.709752444339,84.2622044541775,256.600859347022,2.0776048434348,0.220300341060956,1.6884421229429e-22,3.35684559211901e-20
"ENSGALG00000015075","B3GAT1L",305,210,874,1043,363,239,88,67,581.749614696833,457.30794265253,521.494144987546,713.004381497991,113.086716340082,186.597505544068,132.202837528591,95.6875881089813,350.141341419578,2.06383111138741,0.218479791010133,2.60226260724326e-22,5.11740598807011e-20
"ENSGALG00000013211","ST8SIA1",22,48,167,128,38,37,13,10,41.9622672896076,104.52752974915,99.6447622573457,87.5019758693604,11.8382788455182,28.8874799377846,19.5299646349055,14.2817295685047,51.021748519022,2.06380890041809,0.381973447948025,3.69265271515892e-09,1.17618790356787e-07
"ENSGALG00000034585","BFSP2",51,85,441,408,217,62,29,15,97.276165080454,185.100833930786,263.133773386164,278.912548083586,67.6028028809855,48.4060474633147,43.5668441855584,21.422594352757,125.677701170451,2.05894753895102,0.342988204896232,1.67127397226712e-10,6.95096292097855e-09
"ENSGALG00000051361","ENSGALG00000051361",16,14,87,68,42,7,2,8,30.5180125742601,30.4871961768353,51.9107444095154,46.4854246805977,13.0844134608359,5.46519890714843,3.00460994383162,11.4253836548037,24.0476229759785,2.02330087374383,0.474588037071005,1.70491513666019e-06,2.79396056634567e-05
"ENSGALG00000031960","LEF1",1468,1319,4887,4805,2580,1047,527,342,2800.02765368836,2872.32941123184,2915.95181527933,3284.74214103341,803.75682687992,817.437607969201,791.714720199631,488.43515124286,1846.79941594057,2.00399476169641,0.168085282735402,6.74600404003338e-34,3.9370550029769e-31
"ENSGALG00000047994","ENSGALG00000047994",29,28,82,259,57,12,21,14,55.3138977908464,60.9743923536706,48.9273682940261,177.054779298159,17.7574182682773,9.36891241225445,31.548404410232,19.9944213959065,52.6174492779215,1.99474856607282,0.469735120204766,1.12837369412614e-06,1.94981249991691e-05
"ENSGALG00000043185","MATN1",40,33,129,169,61,26,18,14,76.2950314356502,71.8626767025404,76.9711037796263,115.529952515015,19.003552883595,20.2993102265513,27.0414894944845,19.9944213959065,53.3746923041711,1.94533879116686,0.307913488497271,1.63384772799025e-11,8.30325086932571e-10
"ENSGALG00000016680","TFAP2B",2627,2023,7219,6643,3737,1452,941,703,5010.67618953633,4405.3998475527,4307.39843554359,4541.21582578251,1164.20126436057,1133.63840188279,1413.66897857278,1004.00558866588,2872.52556648714,1.93719856037429,0.135578143444988,1.84064523109127e-47,2.77507946007527e-44
"ENSGALG00000035266","ANOS1",155,170,865,543,320,114,71,73,295.643246813144,370.201667861572,516.124067979665,371.199788258302,99.6907692254164,89.0046679164173,106.663653006022,104.256625850084,244.098060863828,1.93658523734219,0.202494973491294,8.32510781841054e-23,1.67353167389648e-20
"ENSGALG00000019663","ACBD7",361,317,1197,837,616,190,147,83,688.562658706743,690.317227718342,714.220242048161,572.180889083239,191.904730758927,148.341113194029,220.838830871624,118.538355418589,418.113005974957,1.93267029843756,0.190746432618072,2.86515092883753e-25,6.82056718480638e-23
"ENSGALG00000030372","MPZ",19,17,97,66,43,14,8,3,36.2401399319338,37.0201667861572,57.8774966404942,45.1182063076389,13.3959471146653,10.9303978142969,12.0184397753265,4.2845188705514,27.110664155133,1.91621075532107,0.415499001401002,3.43219027587775e-07,6.80122524328371e-06
"ENSGALG00000015028","RLN3",16,13,28,28,12,9,6,0,30.5180125742601,28.3095393070614,16.7069062467406,19.1410572214226,3.73840384595312,7.02668430919084,9.01382983149485,0,14.3068041670154,1.91478906158799,0.627216230083689,0.000103558002855961,0.000991307612523838
"ENSGALG00000027887","ENSGALG00000027887",203,158,438,536,313,100,69,48,387.197284535925,344.069785424284,261.343747716871,366.414523952947,97.5100336486104,78.0742701021204,103.659043062191,68.5523019288224,213.352623796471,1.91375781218029,0.203629631126918,3.961152231083e-22,7.62395384731422e-20
"ENSGALG00000047589","ENSGALG00000047589",68,48,123,69,32,19,24,19,129.701553440605,104.52752974915,73.3910524410391,47.1690338670771,9.96907692254164,14.8341113194029,36.0553193259794,27.1352861801589,55.3478704057442,1.90760962061841,0.435051050341589,4.43125932638155e-07,8.56520766377083e-06
"ENSGALG00000008554","IL17REL",132,98,295,452,249,39,51,39,251.773603737646,213.410373237847,176.019190813874,308.991352288679,77.5718798035272,30.448965339827,76.6175535677062,55.6987453171682,148.816458013284,1.90652165913921,0.285762809167083,1.73487346422595e-12,1.02572976192078e-10
"ENSGALG00000043204","PAX7",486,368,1659,1659,991,393,104,164,926.98463194315,801.377728076814,989.884195119381,1134.10764036929,308.729850944961,306.831881501333,156.239717079244,234.220364923477,607.297001244706,1.88512021046475,0.205604853186251,4.28709447252518e-21,7.2487956258809e-19
"ENSGALG00000012688","NHLRC1",23,15,56,42,29,17,2,3,43.8696430754989,32.6648530466093,33.4138124934812,28.7115858321339,9.03447596105336,13.2726259173605,3.00460994383162,4.2845188705514,21.032015642565,1.87892965136367,0.483552533022717,7.37455681829223e-06,0.000101442264422715
"ENSGALG00000054153","ENSGALG00000054153",15,9,54,33,32,3,3,3,28.6106367883688,19.5989118279656,32.2204620472855,22.5591031538195,9.96907692254164,2.34222810306361,4.50691491574742,4.2845188705514,15.5114815786679,1.87756577949514,0.57642745220343,8.23604633073633e-05,0.000812024796815704
"ENSGALG00000047424","ENSGALG00000047424",20,18,62,95,27,13,15,3,38.1475157178251,39.1978236559311,36.9938638320685,64.9428727155409,8.41140865339451,10.1496551132757,22.5345745787371,4.2845188705514,28.0827791421655,1.87146158181315,0.465291759451686,2.97093333036876e-06,4.59402784726766e-05
"ENSGALG00000005263","SOX8",416,446,2109,2003,1088,508,158,133,793.468326930762,971.234963919182,1258.38804551343,1369.26920051819,338.948615366416,396.617292118772,237.364185562698,189.947003261112,694.40470414882,1.85899900410408,0.232706270707942,1.11335582417452e-16,1.2134237090943e-14
"ENSGALG00000002461","ENSGALG00000002461",255,229,649,448,358,110,102,76,486.38082540227,498.683423178235,387.242219790523,306.256915542761,111.529048070935,85.8816971123325,153.235107135412,108.541144720635,267.218797619138,1.82717543869454,0.219978405181779,5.38965555408679e-18,6.58848974895529e-16
"ENSGALG00000020575","ERMN",190,181,551,585,328,169,58,10,362.401399319338,394.155893429085,328.768047926931,399.911374090436,102.183038456052,131.945516472584,87.1336883711169,14.2817295685047,227.597585954256,1.81935473560998,0.612298976744042,0.000145584955453388,0.00131960070844824
"ENSGALG00000051944","ENSGALG00000051944",15,13,80,20,23,11,4,4,28.6106367883688,28.3095393070614,47.7340178478303,13.6721837295876,7.1652740380768,8.58816971123325,6.00921988766323,5.71269182740187,18.2252166421529,1.81625605303899,0.548790243772034,5.59506782670717e-05,0.000574820937653527
"ENSGALG00000012010","NDST3",88,74,305,255,185,43,40,25,167.84906915843,161.146608363272,181.985943044853,174.320342552241,57.6337259584439,33.5719361439118,60.0921988766323,35.7043239212617,109.038018502381,1.80906348884735,0.240342524560205,4.4537377602424e-15,4.17497531390184e-13
"ENSGALG00000041083","ZIC2",24,15,93,40,55,6,7,3,45.7770188613901,32.6648530466093,55.4907957481027,27.3443674591751,17.1343509606184,4.68445620612723,10.5161348034107,4.2845188705514,24.7370619944981,1.80595078783904,0.51002819472712,2.96775862397801e-05,0.000335579306406313
"ENSGALG00000012420","CG-1B",87,64,227,322,143,57,27,38,165.941693372539,139.370039665533,135.445275643218,220.12215804636,44.549312497608,44.5023339582086,40.5622342417268,54.2705723603177,105.595452473189,1.80171764827963,0.244685478767763,1.28290003194961e-14,1.10524892276345e-12
"ENSGALG00000013782","CDH7",72,55,300,390,94,36,47,48,137.33105658417,119.771127837567,179.002566929364,266.607582726957,29.2841634599661,28.1067372367634,70.608333680043,68.5523019288224,112.407983797957,1.7856515283198,0.34954417022487,1.73370585172514e-08,4.66759021866239e-07
"ENSGALG00000033282","ENSGALG00000033282",206,138,632,459,306,137,69,62,392.919411893598,300.516648028805,377.098740997859,313.776616594035,95.3292980718044,106.961750039905,103.659043062191,88.5467233247289,222.351029001616,1.78007452082191,0.177164226981849,7.05819779130115e-25,1.63713992872078e-22
"ENSGALG00000040532","ZIC1",141,83,344,288,227,113,22,24,268.939985810667,180.745520191238,205.25627674567,196.879445706061,70.7181394192798,88.2239252153961,33.0507093821478,34.2761509644112,134.761269179359,1.7793553281896,0.290638777023049,8.22994701285704e-11,3.66739412208398e-09
"ENSGALG00000042193","AvBD5",38,28,111,115,71,28,12,8,72.4802798638677,60.9743923536706,66.2309497638645,78.6150564451285,22.1188894218893,21.8607956285937,18.0276596629897,11.4253836548037,43.966675849351,1.77054249035616,0.3163550619551,1.98375741073808e-09,6.60960203960834e-08
"ENSGALG00000006676","RLBP1",142,114,398,500,174,129,65,43,270.847361596558,248.25288315423,237.476738792956,341.804593239689,54.2068557663202,100.715808431735,97.6498231745275,61.4114371445701,176.545687662573,1.76805575410969,0.242425017188091,1.86916633622723e-14,1.54415330388233e-12
"ENSGALG00000042612","ENSGALG00000042612",955,870,3499,3515,2270,867,364,303,1821.54387552615,1894.56147670334,2087.76660561948,2402.88629047501,707.181394192798,676.903921785384,546.839009777354,432.736405925691,1321.30237250065,1.76028336224408,0.172997706094174,2.18962428164165e-25,5.57953274696629e-23
"ENSGALG00000055082","ENSGALG00000055082",280,228,767,713,427,214,110,76,534.065220049551,496.505766308461,457.649896116073,487.413349959797,133.024870185165,167.078938018538,165.253546910739,108.541144720635,318.69159153362,1.74945126094599,0.172342383841305,2.2891885898965e-25,5.75222221783438e-23
"ENSGALG00000047670","ENSGALG00000047670",59,66,253,122,107,32,28,28,112.535171367584,143.725353405081,150.958831443763,83.4003207504841,33.3341009597486,24.9837664326785,42.0645392136426,39.9888427918131,78.8738657955994,1.74700026325869,0.287931851285266,7.52391366792324e-11,3.39457970274482e-09
"ENSGALG00000041640","TWIST1",364,336,650,441,363,215,138,75,694.284786064417,731.692708244047,387.838895013621,301.471651237406,113.086716340082,167.859680719559,207.318086124382,107.112971763785,338.833186938412,1.74317747649159,0.289431138415789,1.04817057281572e-10,4.60279174839369e-09
"ENSGALG00000048571","ENSGALG00000048571",69,61,103,76,61,35,16,22,131.608929226497,132.837069056211,61.4575479790815,51.9542981724327,19.003552883595,27.3259945357421,24.0368795506529,31.4198050507103,59.9555095568653,1.74285018237131,0.375847592811569,1.73431678211361e-07,3.70889588912522e-06
"ENSGALG00000000528","DBNDD1",173,145,669,575,245,163,79,72,329.976010959187,315.760246117223,399.175724252481,393.075282225642,76.3257451882094,127.261060266456,118.682092781349,102.828452893234,232.885576835473,1.74228115035343,0.203361688726795,6.6739294852224e-19,8.87828913578263e-17
"ENSGALG00000030512","ENSGALG00000030512",180,161,597,474,417,136,57,47,343.327641460426,350.602756033606,356.215108189434,324.030754391225,129.909533646871,106.181007338884,85.6313833992011,67.1241289719719,220.377789178952,1.73936809910663,0.205635376686932,3.00550308523701e-18,3.75003874607641e-16
"ENSGALG00000048578","ENSGALG00000048578",26,34,39,154,84,4,15,6,49.5917704331726,74.0403335723143,23.2703337008173,105.275814717824,26.1688269216718,3.12297080408482,22.5345745787371,8.5690377411028,39.0717078087156,1.73235543162253,0.580511704433434,0.000156364570107874,0.00139357034600574
"ENSGALG00000006035","PDE3B",194,171,529,319,218,109,70,84,370.030902462903,372.379324731345,315.641193018778,218.071330486922,67.9143365348149,85.1009544113113,105.161348034107,119.966528375439,206.783239756953,1.71451320625727,0.238092470614045,3.04207350122502e-14,2.40337090760537e-12
"ENSGALG00000040541","SLC5A6",90,97,994,705,408,127,63,33,171.663820730213,211.232716368073,593.095171759291,481.944476467962,127.105730762406,99.1543230296929,94.6452132306959,47.1297075760654,228.24639499055,1.71439741314303,0.543706052891375,8.91602001965571e-05,0.000868262518731173
"ENSGALG00000001434","STOM",87,85,290,383,226,60,48,30,165.941693372539,185.100833930786,173.035814698385,261.822318421602,70.4066057654504,46.8445620612723,72.1106386519588,42.845188705514,127.263456950938,1.69150283680093,0.249482991083191,1.03166780563069e-12,6.37028462097968e-11
"ENSGALG00000029022","NPAS3",109,116,314,223,226,62,41,37,207.903960662147,252.608196893778,187.356020052734,152.444848584901,70.4066057654504,48.4060474633147,61.5945038485481,52.8423994034673,129.195322834293,1.68896838502147,0.233385317589358,3.41116452937143e-14,2.68325168110382e-12
"ENSGALG00000006644","ENSGALG00000006644",392,335,1038,1826,936,417,160,87,747.691308069372,729.515051374273,619.348881575598,1248.27037451134,291.595499984343,325.569706325842,240.368795506529,124.251047245991,540.826333074162,1.68607295324157,0.27074895353126,3.63021343240157e-11,1.74211727901881e-09
"ENSGALG00000049089","ENSGALG00000049089",52,39,155,186,122,19,30,13,99.1835408663452,84.9286179211841,92.4846595801712,127.151308685164,38.00710576719,14.8341113194029,45.0691491574742,18.5662484390561,65.0280927169985,1.67965780875439,0.341511629064403,6.40577471904062e-08,1.49539711247591e-06
"ENSGALG00000049559","ENSGALG00000049559",3,4,28,37,8,3,4,2,5.72212735767376,8.7106274790958,16.7069062467406,25.293539899737,2.49226923063541,2.34222810306361,6.00921988766323,2.85634591370093,8.76665801478879,1.67619931959581,0.832650932260418,0.00181500722363514,0.011004393662871
"ENSGALG00000000585","MYL4",1833,1449,5484,4721,3650,1260,635,694,3496.21981553867,3155.42480430245,3272.16692346877,3227.31896936914,1137.09783647741,983.735803286717,953.963657166538,991.152032054224,2152.13498020799,1.67560999760844,0.116855747432818,1.07720694888431e-47,1.9488828119215e-44
"ENSGALG00000008096","SUFU",333,248,927,825,600,234,116,121,635.156136701788,540.05890370394,553.117931811734,563.977578845487,186.920192297656,182.693792038962,174.267376742234,172.808927778906,376.125104990088,1.64747099994039,0.142654764348727,6.45871388411823e-32,3.33860147404191e-29
"ENSGALG00000030890","RRS1",59,82,358,197,208,75,28,14,112.535171367584,178.567863321464,213.609729869041,134.671009736437,64.7989999965207,58.5557025765903,42.0645392136426,19.9944213959065,103.099679684648,1.63943163464356,0.318146837554181,2.28054580714583e-08,5.91960326296734e-07
"ENSGALG00000007945","CRYAB",244,177,557,910,383,230,96,21,465.399691757466,385.445265949989,332.348099265518,622.084359696234,119.31738941667,179.570821234877,144.221277303918,29.9916320938598,284.797317089817,1.63819484763038,0.558584968498785,0.000179021869748503,0.00156315814068046
"ENSGALG00000027483","GLRX",30,24,130,245,75,24,24,20,57.2212735767376,52.2637648745748,77.5677790027242,167.484250687448,23.365024037207,18.7378248245089,36.0553193259794,28.5634591370093,57.6573369332736,1.63209762337306,0.400935343982749,3.00919632877354e-06,4.64129411595659e-05
"ENSGALG00000040182","ENSGALG00000040182",204,189,577,576,466,171,86,46,389.104660321816,411.577148387277,344.281603727476,393.758891412122,145.174682684513,133.507001874626,129.19822758476,65.6959560151215,251.537271500964,1.62542941909919,0.215955497415754,4.70620218416922e-15,4.36639025210203e-13
"ENSGALG00000032335","MARCKSL1",601,390,1210,720,689,205,224,201,1146.33284732064,849.286179211841,721.977019948433,492.198614265152,214.646687488475,160.052253709347,336.516313709141,287.062764326944,526.009084997497,1.61696295295335,0.261629255880987,4.22531104863133e-11,2.00641279506137e-09
"ENSGALG00000006473","PLXNA4",841,774,2722,3035,1578,781,408,381,1604.10303593455,1685.50641720504,1624.14995727243,2074.75388096491,491.600105742835,609.760049497561,612.94042854165,544.133896560028,1155.86847146487,1.61149640208248,0.144324129821356,4.5039533182549e-30,1.94013151033018e-27
"ENSGALG00000001299","GIP",91,65,280,212,186,66,25,32,173.571196516104,141.547696535307,167.069062467406,144.925147533628,57.9452596122733,51.5290182673995,37.5576242978952,45.7015346192149,102.480817481154,1.60801803181561,0.225085431976905,9.27565755470738e-14,6.73956612368538e-12
"ENSGALG00000032518","NCALD",710,617,2200,2500,1325,722,325,263,1354.23680798279,1343.61428865053,1312.68549081533,1709.02296619845,412.78209132399,563.696230137309,488.249115872638,375.609487651673,944.987059829088,1.60760251820335,0.164911840387661,1.57704339869039e-23,3.33325755918826e-21
"ENSGALG00000026864","ZCCHC24",164,116,405,281,278,116,40,50,312.809628886166,252.608196893778,241.653465354641,192.094181400705,86.6063557645805,90.5661533184597,60.0921988766323,71.4086478425233,163.479853542186,1.60657146763373,0.218517304306083,1.64809976996076e-14,1.37289121858935e-12
"ENSGALG00000003660","FANCF",41,48,593,373,227,80,25,10,78.2024072215414,104.52752974915,353.828407297042,254.986226556808,70.7181394192798,62.4594160816963,37.5576242978952,14.2817295685047,122.07018502399,1.60059022807844,0.769524221690628,0.0015791927116659,0.00978785698508377
"ENSGALG00000047976","ASB16",14,14,85,56,31,23,5,4,26.7032610024776,30.4871961768353,50.7173939633197,38.2821144428452,9.65754326871222,17.9570821234877,7.51152485957904,5.71269182740187,23.3786009580823,1.60039469892045,0.467298574719344,4.49270938599603e-05,0.000473948094527348
"ENSGALG00000015077","ENSGALG00000015077",336,329,940,717,610,244,141,129,640.878264059462,716.44911015563,560.874709712006,490.147786705714,190.03552883595,190.501219049174,211.825001040129,184.23431143371,398.118241373972,1.59675854404486,0.164750164210379,2.16126524754852e-23,4.49443802972963e-21
"ENSGALG00000004631","DRAXIN",507,407,1343,1101,863,512,155,129,967.039523446866,886.306345997998,801.334824620451,752.653714313795,268.853543254795,399.740262922857,232.85727064695,184.23431143371,561.627474579678,1.58988261390134,0.211400166897743,4.51463916385026e-15,4.21025009032881e-13
"ENSGALG00000035184","SDC3",895,733,2523,2475,1868,656,391,311,1707.10132837267,1596.22248554431,1505.41158787595,1691.93273653646,581.944865353368,512.16721186991,587.401244019081,444.161789580495,1078.29290614403,1.5886821622524,0.135951215429639,1.28793245148723e-32,7.06099209463846e-30
"ENSGALG00000001640","RNF122",269,227,625,767,542,229,105,72,513.084086404747,494.328109438687,372.922014436174,524.328246029683,168.851240375549,178.790078533856,157.74202205116,102.828452893234,314.109281270386,1.58593321003215,0.198541111905571,1.20149380644173e-16,1.30164227222417e-14
"ENSGALG00000050904","ENSGALG00000050904",23,30,88,36,27,14,8,17,43.8696430754989,65.3297060932185,52.5074196326133,24.6099307132576,8.41140865339451,10.9303978142969,12.0184397753265,24.2789402664579,30.244485753008,1.57954113633315,0.469759844494296,3.72642984157811e-05,0.000404916328491479
